132,41112,200602,Atlantic
134,41114,200609,Atlantic
143,41113,200608,Atlantic
147,44099,200806,Atlantic
150,41110,200805,Atlantic
154,44097,200909,Atlantic
160,44098,200809,Atlantic
181,41115,201104,Atlantic
192,44095,201204,Atlantic
200,41108,201302,Atlantic
209,44091,201412,Atlantic
430,44100,200805,Atlantic
433,44056,201305,Atlantic
